Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,serie,samename,metaNoteQ,serieB
309,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,Monster Hunter 4 Ultimate,86.0,80.0,8.6,423.0,Monster Hunter,1,4,1
310,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,MotorStorm,84.0,9.0,7.4,269.0,,1,4,0
311,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,The Elder Scrolls V: Skyrim,94.0,32.0,8.4,11777.0,,1,4,0
312,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,Tekken 5,88.0,62.0,8.6,392.0,,1,4,0
314,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,Sports Champions,76.0,64.0,7.8,122.0,,1,4,0
315,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,NBA 2K16,87.0,51.0,6.7,445.0,NBA 2K,1,4,1
316,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,World Soccer Winning Eleven 8 International,91.0,26.0,8.3,51.0,eFootball,1,4,1
317,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,Flash Focus: Vision Training in Minutes a Day,59.0,22.0,,,,1,3,0
319,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,The Legend of Zelda: Link's Awakening,87.0,111.0,8.4,1335.0,The Legend of Zelda,1,4,1
320,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,Mario & Luigi: Bowser's Inside Story,90.0,58.0,8.8,386.0,Mario & Luigi series,1,4,1
321,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,Big Brain Academy: Wii Degree,68.0,33.0,7.0,41.0,,1,3,0
323,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,Batman: Arkham Knight,87.0,89.0,7.9,4307.0,Batman: Arkham,1,4,1
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78,Mario & Sonic at the London 2012 Olympic Games,66.0,38.0,7.8,62.0,Sonic the Hedgehog,1,3,1
325,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78,LEGO Indiana Jones: The Original Adventures,77.0,60.0,7.7,100.0,Lego Indiana Jones,1,4,1
326,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,Resident Evil,91.0,8.0,9.1,617.0,,1,4,0
327,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,Ratchet & Clank: Size Matters,85.0,50.0,8.1,176.0,Ratchet & Clank,1,4,1
328,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,Just Dance 2014,79.0,16.0,7.9,35.0,Just Dance,1,4,1
329,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,The Sims: Unleashed,79.0,21.0,7.7,34.0,The Sims,1,4,1
330,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,Super Paper Mario,85.0,56.0,8.0,600.0,Mario role-playing games,1,4,1
331,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,Harry Potter and the Sorcerer's Stone,65.0,11.0,,,,1,3,0
332,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,The Witcher 3: Wild Hunt,93.0,32.0,9.4,19812.0,,1,4,0
333,Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,Resident Evil 3,79.0,83.0,6.5,2592.0,,1,4,0
334,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,Spyro: Year of the Dragon,91.0,15.0,8.9,369.0,Spyro,1,4,1
335,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,FIFA Soccer 2005,77.0,17.0,6.7,56.0,FIFA,1,4,1
337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,Battlefield 4,81.0,52.0,6.2,3931.0,,1,4,0
338,MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,MySims,68.0,38.0,7.1,64.0,The Sims,1,3,1
340,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,Tony Hawk's Pro Skater 4,94.0,27.0,8.4,188.0,Tony Hawk's,1,4,1
341,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,Midnight Club 3: DUB Edition Remix,85.0,19.0,8.8,93.0,Midnight Club,1,4,1
342,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,Banjo-Kazooie,92.0,19.0,9.1,520.0,,1,4,0
343,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,SOCOM: U.S. Navy SEALs,82.0,42.0,8.0,90.0,SOCOM U.S. Navy SEALs,1,4,1
345,Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,Gran Turismo 6,81.0,81.0,8.0,936.0,Gran Turismo,1,4,1
346,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,Jak and Daxter: The Precursor Legacy,90.0,35.0,8.8,509.0,Jak and Daxter,1,4,1
347,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,New Pokemon Snap,79.0,114.0,7.0,525.0,Pokémon,1,4,1
348,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,FIFA Soccer 10,91.0,56.0,7.6,229.0,FIFA,1,4,1
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,Pro Evolution Soccer 2008,76.0,29.0,7.5,42.0,eFootball,1,4,1
350,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,Call of Duty: Ghosts,78.0,49.0,4.0,1731.0,Call of Duty,1,4,1
351,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,Resident Evil 4,96.0,82.0,9.2,1731.0,,1,4,0
352,Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,Tom Clancy's The Division 2,82.0,56.0,6.2,1519.0,,1,4,0
356,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,Cooking Mama 2: Dinner With Friends,70.0,39.0,8.1,11.0,Cooking Mama,1,3,1
357,Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,Luigi's Mansion 3,86.0,106.0,8.5,1117.0,,1,4,0
359,WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,WWF SmackDown! 2: Know Your Role,90.0,15.0,8.4,63.0,WWE 2K,1,4,1
360,Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,Croc: Legend of the Gobbos,0.0,4.0,7.8,45.0,Croc,1,0,1
361,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,Grand Theft Auto: Liberty City Stories,88.0,65.0,7.7,566.0,Grand Theft Auto,1,4,1
362,The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,The Getaway,72.0,49.0,7.0,110.0,,1,3,0
363,Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,Tomb Raider III: Adventures of Lara Croft,0.0,4.0,8.0,51.0,Tomb Raider,1,0,1
364,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,James Bond 007: Agent Under Fire,71.0,16.0,7.2,18.0,James Bond,1,3,1
365,LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,LEGO Star Wars,78.0,46.0,6.6,100.0,,1,4,0
366,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,Battlefield 4,81.0,52.0,6.2,3931.0,,1,4,0
367,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,FIFA Soccer 11,89.0,51.0,8.1,253.0,FIFA,1,4,1
368,Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,1.96,1.33,0.0,0.23,3.52,Rugrats in Paris: The Movie,64.0,4.0,5.1,10.0,,1,3,0
370,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,Left 4 Dead,89.0,58.0,9.0,4164.0,,1,4,0
371,Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52,Mario & Sonic at the Olympic Winter Games,72.0,55.0,7.5,65.0,Mario & Sonic at The Olympic Games,1,3,1
372,Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51,Resident Evil 5,69.0,14.0,7.4,339.0,Resident Evil,1,3,1
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,Donkey Kong Country 3: Dixie Kong's Double Trouble,0.0,4.0,8.3,33.0,Donkey Kong,1,0,1
